Nombre;Comarca;Capital;Direccion;Telefono;Email;Web;Titulo;Texto;OtrosDatos;ComoLlegar;QueVer;MasInformacion;InfoNautica;VisitaVirtual;Geolocalizacion;Coordenadas;Visualizador;Slide;SlideTitulo;SlideUrl;Kml
Peñamellera Alta;Oriente de Asturias;Alles;Ayuntamiento. 33578 Alles;985 415 775;alcaldia@aytopenamelleraalta.es,ayto_penamelleraalta@yahoo.es,;http://www.aytopenamelleraalta.es;La Sierra del Cuera, el Cares y los Picos de Europa definen su orografía. Las truchas y los salmones, los rebecos y los corzos son personajes de un escenario de cuento que en Alles toma perfiles indianos y en Llonín, prehistóricos. Así es Peñamellera Alta.;La Sierra del Cuera, los Picos de Europa y el río Cares son las orografías naturales que marcan un paisaje y un paisanaje de singular personalidad. Peñamellera Alta ha sido y es tierra de pastores, de ganaderos, de queseros, de pescadores y en definitiva de gentes que viven y aman la naturaleza. Las truchas, los salmones, los rebecos, los corzos o las cabras son a menudo las figuras de un escenario natural de ensueño que colma las expectativas de los pescadores, cazadores, caminantes, piragüistas y en general de los que disfrutan con las actividades en una naturaleza virgen. Como no podía ser de otra manera Peñamellera Alta tiene profunda huella indiana - especialmente en Alles, la capital del concejo, y también tiene honda huella prehistórica, teniendo en cuenta que en la cueva de Llonín se guardan a buen recaudo unas de las mejores pinturas de todo el arte rupestre europeo. Rozagás, Ruenes, etc. son otros nombres de pueblos y aldeas donde la vida rural asturiana se ha detenido en el tiempo. Quesos, miel, abejas y salmones, como los que se avistan en las cristalinas aguas del Cares al amanecer en cotos como el de Niserias?o a la altura del Puente La Vidre. Así es Peñamellera Alta.;Población: 643 habitantes. Superficie: 92,19 km2;Por las carreteras AS-114 y AS-345;Alles y su arquitectura indiana, y el Paisaje Protegido de la Sierra del Cuera. Llonín y su cueva del Quesu. Niserias y su coto salmonero. El Puente La Vidre.;;;https://viajevirtualasturias.i-cast.es/penamelleraalta.html;;43.3346686,-4.7049606;;/documents/11022/34034/PenamelleraAlta1.jpg/b7c3603f-dc7f-4f88-a704-cfcd7a8c30ff?t=1437982460571,/documents/11022/34034/PenamelleraAlta2.jpg/e91296c2-d4dc-4dc6-a0ec-ef626d24490a?t=1437982460993,/documents/11022/34034/PenamelleraAlta3.jpg/ad3aed04-0c54-4a98-889d-fdecd10b8ed7?t=1437982416508,/documents/11022/34034/PenamelleraAlta4.jpg/a5aada9b-020d-4b21-9df7-965f56f6d912?t=1437982459810;Peñamellera Alta,Peñamellera Alta,Peñamellera Alta,Peñamellera Alta;,,,;/documents/11022/34034/Penamellera_Alta.kml/94a5a0a5-8961-4b57-b77c-6fa57364fe1c
Coaña;Parque Histórico del Navia;Cuaña;Plaza del Ayuntamiento. 33795. Cuaña;679 810 007;areadeturismo@hotmail.com;http://www.ayuntamientodecoana.com;Castros, faros y puertos, y como contrapunto el Camino de Santiago asomado a la costa? Coaña es historia y vida;Si algún territorio en Asturias simboliza y resume el significado de la cultura castreña, ése es Coaña. Su afamado castro está enclavado en un lugar de espectaculares vistas y entorno de gran belleza y es un exponente fidedigno de esta cultura. Además su Aula didáctica es el complemento ideal para una toma de contacto más profunda con el mundo castreño y su estilo de vida. Si bien el de Coaña es el más popular, otros como el de Mohías son también lugares clave para entender una cultura que proliferó de manera específica en el occidente asturiano. Pero Coaña no es sólo castros. Ahí está un puerto tan emblemático como Ortigueira, y un faro como el de San Agustín, que se ?come' con su mirada ávida la inmensidad del océano, ese mar que transcurre en paralelo al Camino de Santiago de la Costa, el primigenio, que tiene en Coaña uno de sus tramos carismáticos e inolvidables. Coaña, marcada por los castros, por el río Navía, por las playas de Arnelles y Torbas y los privilegiados miradores del ?Pico de Jarrio' y ?Bustabernego', y por tantas experiencias y recuerdos imborrables.;Población: 3.462 habitantes. Superficie: 65,8 km2;Por la Autovía A-8 y las carreteras AS-12 y N-634;Camino de Santiago de la Costa a su paso por el municipio. Castro de Coaña y Aula Didáctica. Castro de Mohías. Puerto y villa marinera de Ortigueira.;http://www.parquehistorico.org;;https://viajevirtualasturias.i-cast.es/coana.html;;43.5167037,-6.7466776;;/documents/11022/32262/ortiguera.JPG/7e1984cc-566c-4529-86aa-42bb1c8667ad?t=1572274418857,/documents/11022/32262/castro-coana.jpg/4da42220-16b1-4420-b55e-9225d80da090?t=1572274417931,/documents/11022/32262/playa-arnielles.jpg/7f97ea0e-e8f4-4baa-8c19-23c99afd5d18?t=1572274419489,/documents/11022/32262/faro-de-ortiguera.jpg/daf92bfd-6ea1-49cf-86bb-a8355f5d10ec?t=1572274844597;Ortigueira en Coaña,Castro de Coaña,Playa de Arnielles,Faro de Ortigueira;,,,;/documents/11022/32262/Coana.kml/87e6ec14-f6f1-4628-8b64-f9a80b8eebff
Ibias;Fuentes del Narcea;San Antolín;Plaza del Ayuntamiento. 33810 San Antolín de Ibias;985 816 101 / 985 816 402;info@ibias.es;http://www.ibias.es;Tierra de cunqueiros y mineros, fue una de las joyas del imperio romano por el oro de sus entrañas. Reserva de la Biosfera y parte del Parque Natural de las Fuentes del Narcea, Degaña e Ibias, es un rincón magnífico para el senderismo y los deportes en la naturaleza, y goza de una orografía que le confiere espectacular belleza. Así es Ibias;Fue una de las grandes reservas de oro del imperio romano y aún hoy conserva las huellas de aquellas explotaciones auríferas. Tierra de castros y cuna de la cultura cunqueira del occidente asturiano, en Ibias puede verse la pizarra negra tan característica de esta comarca, las pallozas o los viñedos de alta montaña, rasgos que acotan su indómita personalidad, cincelada a base de esfuerzo, de emigración y del duro trabajo en las minas de antracita de Tormaleo. Tierra de dulce y soleado microclima, parte de su territorio es Parque Natural y Reserva de la Biosfera, y son muchas las rutas de senderismo y las actividades en la naturaleza ? como la caza y la pesca ? que Ibias ofrece al viajero. Especialmente recomendado para aventureros es el descenso en canoa por el Navia o por el Ibias, y también tiene un punto agrestre la Ruta de los Puertos, que suma nombres legendarios de la orografía asturiana como el Connio o el Pozo de las Mujeres Muertas.;Población: 1.634 Superficie: 333,3 km2;Por las carreteras AS-348, AS-29 y AS-210;Artesanía cunqueira. Iglesias y palacios. Ruta de los Puertos. Teitos y pueblos con caminos emparrados de vid.   Visitas: Colección Cultura Tixileira (Imprescindible reserva previa): Sisterna (Ibias) Colección de piezas que ilustran el ancestral oficio de los tixileiros o cunqueiros. Tfno: 985 818 707 www.tixileiro.com  ;;;https://viajevirtualasturias.i-cast.es/ibias.html;;43.03871,-6.8719969;;/documents/11022/33061/Riodeporcos_Ibias.jpg/b94d89be-895c-49c1-b6be-79904140d3ce?t=1470920617436,/documents/11022/33061/05079_Centro_Interpretacion_Palloza_de_Ibias_San_Antolin_Ibias.jpg/aa061200-9f13-49b4-a4b5-d8a344e7c448?t=1470920602423,/documents/11022/33061/M_Ibias_Cecos.jpg/06de677a-be09-4269-85e6-867d8870c553?t=1448274924832,/documents/11022/33061/Villardecendias_Ibias.jpg/12587b4d-2f82-4ae2-a04e-fec7a8b0c0fa?t=1478776235463,;Riodeporcos en Ibias,Centro Interpretación Palloza de Ibias,Cecos en Ibias,Villardecendias en Ibias,;,,,,;/documents/11022/33061/Ibias.kml/425610a2-f337-4187-8314-6c8a63f27832
Colunga;Comarca de la Sidra;Colunga;Centro de Recepción de Visitantes. Plaza de la Iglesia. 33320 Colunga;985 852 200;info@colunga.es;https://www.turismocolunga.es;Historias de dinosaurios, playas que combinan el verdor de las pumaradas y el azul del cielo, villas marineras como Llastres, colosos de la naturaleza como la Sierra del Sueve, arquitectura indiana como la del pueblo de Lliberdón, e ilustres investigadores?así es Colunga.;Entre el Cantábrico y la Sierre del Sueve, en una fructífera franja de tierra verde, ahí está Colunga. Hace millones y millones de años, los dinosaurios camparon a sus anchas por estas tierras y nos dejaron su recuerdo en forma de icnitas. Su descubrimiento convirtió la costa de Colunga en referencia internacional para investigadores y turistas y fue el germen del Museo del Jurásico, situado en la rasa de San Telmo y que hoy en día visitan miles de personas cada año. Playas que son un clásico para el veraneo como las de La Griega, La Isla o La Espasa, entre otras, o villas marineras como Llastres, espectacular desde el mar y desde la tierra, con su arquitectura de casas ?escalonadas' mirando al mar, son uno de los reclamos turísticos de la zona. Importante no perderse el caso histórico de la capital del concejo con sus ejemplos de arquitectura indiana, entre otros, y sus referencias a ilustres como el bioquímico Grande Covián&#59; el templo prerrománico de Santiago de Gobiendes&#59; las vistas desde la capilla de San Roque en Llastres o la subida al mirador de El Fito, en el corazón de la Sierra del Sueve, son algunos de los lugares que ningún viajero se puede perder en su visita a Colunga.;Población: 3614 habitantes. Superficie: 97,57 km2 Mercado semanal: Jueves App Descarga Colunga IOS App Descarga Colunga Android ;Por la Autovía A-8 y la carretera N-632;Colunga, la mar de posibilidades. Casco Histórico de Llastres. Museo del Jurásico y senda de las huellas de dinosaurio de la Playa de la Griega, con extensión a la ruta de los misterios del mar. Centro de Interpretación del gaitero de Lliberdón. Sierra del Sueve y su Centro de Interpretación.;Mapa Turístico de Colunga Folletos, mapas, apps... todo lo necesario para no pederse en Colunga  ;;https://viajevirtualasturias.i-cast.es/colunga.html;;43.4849096,-5.2712248;;/documents/11022/32314/M_Colunga1.jpg/54ff3c7f-ded6-462c-8729-5d6dd814e102?t=1447775901198,/documents/11022/32314/M_Colunga2.jpg/103e0396-577e-406c-965c-319dbea99c27?t=1447775902561,/documents/11022/32314/M_Colunga3.jpg/eeb3cff3-e309-4302-8593-5f363721e7bb?t=1447775903152,;Llastres,Faro de Lluces,Lliberdón,Vídeo de Colunga
Peñamellera Baja;Oriente de Asturias;Panes;Travesía de Panes, 51. 33570 Panes;985 414 008;ayuntamiento@aytopanespbaja.com;http://www.aytopanespbaja.com;Bolos y cotos salmoneros, quesos, aldeas con palacios y casas indianas, ribera del Cares y puerta de los Picos de Europa. Así es Peñamellera Baja.;El extremo más oriental de Asturias, personificado en Peñamellera Baja, nos sorprende con tesoros naturales y culturales. Muchos son los pueblos que llaman la atención por su ambiente de aldea asturiana y por las casas y palacios - medievales, renacentistas, o indianos - que nos podemos encontrar y buen ejemplo de ello son, entre otros, Cimiano, Suarías, Merodio, Alevia, Narganes, Cerébanes o Abándames ? ésta última fue la capital de las dos Peñamelleras y todavía conserva el esplendor y señorío propio de su rango con el mayor número de palacios y casas blasonadas de todo el valle. Peñamellera Baja se asoma al Cares-Deva en todo su territorio, con cotos de pesca de singular belleza, como el Tilo, Monejo, El Coyú?, y a la Prehistoria con cuevas como La Loja. Puerta señera a los Picos de Europa, tiene su parte más agreste en Cuñaba o San Esteban, con bosque, mirador y título de Pueblo Ejemplar. El Cares-Deva, ese río sagrado, hace fértil a la Ribera - Para, Cerebánes y Cavandi -, nos regala la Sauceda de Buelles y convierte a Panes, capital del concejo, en referencia internacional de la pesca fluvial del salmón. Además Panes en su paseo de las escolleras ofrece al viajero una de las más bellas sendas fluviales de todo el oriente de Asturias. Desde la mayoría de los pueblos de este municipio podemos disfrutar de diferentes y variadas rutas de montaña. Destacando las de los pueblos de San Esteban y Cuñaba por el Parque Nacional de los Picos de Europa. Después de echar un vistazo al Museo de los Bolos, también en Panes, sabremos todo sobre ese deporte tan astur, y estaremos en condiciones de disfrutar contemplando San Juan de Ciliergo o el Puente Viejo de Robriguero, sin olvidarnos de degustar los magníficos quesos de Picos de Europa, cuyo certamen se celebra en Panes cada verano.;Población: 1.410 habitantes. Superficie: 83,85 km2 Mercado semanal: Dos martes al mes (periodicidad quincenal);Por las carreteras N-621 y AS-114;Museo de los Bolos y Arboretum de Panes. Cuñaba, San Esteban en los Picos de Europa. Cueva de La Loja, El Mazo Puente Viejo de Robriguero.;;;https://viajevirtualasturias.i-cast.es/penamellerabaja.html;;43.3245083,-4.5826224;;/documents/11022/34084/M_PenamelleraBaja_SanEstebandeCunaba.jpg/f86ca401-12ac-43df-b339-f2b03f6bf6ee?t=1448369840469,/documents/11022/34084/2-Mirador+de+Alevia+y+Pico+Pe%C3%B1amellera-PB.jpg/fbc70ac6-2a95-4f25-8a21-83260e21f372?t=1557911998917,/documents/11022/34084/3-Casona+indiana+en+Alevia-PB.jpg/118bef46-27bc-4c82-95b1-8f10fd4a4865?t=1557912000081,/documents/11022/34084/4-Pueblo+de+Ab%C3%A1ndames-PB.jpg/3f96f145-c139-45ad-96a7-57e5b62cd24f?t=1557912000772;San Esteban de Cuñaba,Mirador de Alevia,Casona Indiana en Alevia,Pueblo de Abándames;,,,;/documents/11022/34084/Penamellera_Baja.kml/80e8c863-3950-4e27-ad11-2fdb459b15c9
Lena;Montaña Central;La Pola;Esquina del Marqués de San Feliz, 2. 33630 La Pola;985 497 608;turismo@aytolena.es;https://www.aytolena.es/web-turismo;Fronteriza con la Meseta, Lena ha sido plaza defensiva y puerta de Asturias al mismo tiempo, y ha visto y ve como miles de viajeros y peregrinos se adentran en Asturias por sus caminos, jalonados de historias, y entre montañas y puertos que son retos deportivos y donde las nieves son casi eternas;Vió pasar a los romanos por la vía Carisa, y más tarde a miles de peregrinos cristianos que iban a venerar las Reliquias a la Catedral de Oviedo/Uviéu, y entretanto la Monarquía Asturiana le prestaba especial atención y protagonismo, y testimonio del reinado de Ramiro y Ordoño I es la sin par Santa Cristina, ubicada en un impresionante y estratégico paraje. De ahí también que sea la cuna del Aula del Prerrománico Asturiano. Antes de que entraran los romanos en Asturias, tuvo una intensa vida castreña?y mucho más tarde su singular y montañosa orografía la hizo acreedora de la estación de esquí más antigua de la cordillera Cantábrica y la tercera de España: Valgrande-Pajares. La misma orografía que la convirtió en una meca del ciclismo, que ha escrito páginas memorables en puertos como el del Cuitu Negro o La Cobertoria, éste último hoy parte sustancial del Anillo Ciclista de la Montaña Central ... Gentes amables y festivas son las de Lena, de eterna hospitalidad, nutrida con siglos de vivencias, de extranjeros y propios que han surcado con ilusión esta puerta de Asturias.;Población: 12.367 habitantes. Superficie: 315,5 km2 Mercado semanal: Sábados;Por la Autovía A-66;Vía Carisa. Santa Cristina de Lena. Estación de Esquí Valgrande-Pajares. Puertos de Cuitu Negro y La Cobertoria.;;;https://viajevirtualasturias.i-cast.es/lena.html;;43.1591428,-5.8292909;;/documents/11022/33404/Lena1.jpg/f8e098fd-db67-41bc-9e33-0cd5dda58e71?t=1389216525394,/documents/11022/33404/Lena2.jpg/d284695b-b009-43d4-ab97-434318fc883d?t=1448620839817,/documents/11022/33404/Lena3.jpg/6baf9572-c1f1-4e2e-8296-bfe0dc481739?t=1448620748828,/documents/11022/33404/Lena4.jpg/61d21017-502f-42a1-800e-2f474fd3f6b3?t=1389216539399;Paisaje del municipio de Lena,Xomezana Baxo,Estación invernal y de montaña Valgrande Pajares,Parque Natural de Las Ubiñas - La Mesa;,,,;/documents/11022/33404/Lena.kml/2d5866c3-5bc9-49c5-9b34-2ce38863c7e1
Teverga;Camín Real de la Mesa;La Plaza;Avda. Doctor García Miranda. 33111 Samartín;985 764 202 / 985 764 293;info@tevergaturismo.com;http://www.tevergaturismo.com,http://www.sendadelosoturismorural.com;Premio Pueblo Ejemplar de Asturias 2013, Reserva de la Biosfera y Parque Natural de las Ubiñas-La Mesa, Teverga es tierra de paso hacia la meseta a través del puerto de Ventana y parte del Camín Real de la Mesa, tramo de la Senda del Oso y sede del Parque de la Prehistoria. Así es Teverga, rodeada de puertos y naturaleza, rural y minera.;Premio Pueblo Ejemplar de Asturias 2013,Teverga ha sido habitada desde la prehistoria y como testimonio están los Abrigos Rupestres de Fresnéu. A lo largo de la historia y por su condición de tierra fronteriza con la Meseta ha sido testigo de muchos tránsitos: el de las legiones romanas a través del Camín Real de la Mesa&#59; el de las Reliquias a través del Puerto de Ventana ? conexión natural con León -, y los de tantos y tantos que hallaron en Teverga una tierra próspera y rica para trabajar la tierra, cuidar del ganado en las brañas o extraer de sus entrañas el carbón de una de las vetas más ricas existentes en Asturias . Hoy es parte del Parque Natural de las Ubiñas-La Mesa - que comparte con Quirós y Lena -, y que ha sido declarado Reserva de la Biosfera, y son muchos los hitos naturales con los que Teverga regala al visitante: la Peña Sobia - inmensa mole caliza - &#59; los puertos de Marabio con sus lagunas naturales, simas y cuevas&#59; la cascada del Xiblo&#59; el puerto de San Lorenzo, que es la conexión con Somiedo&#59; Cueva Huerta o el puerto de Ventana. En lo que a equipamientos se refiere está el Parque de la Prehistoria, en San Salvador D'Alesga, en el que se pueden observar reproducciones del Arte Rupestre de todo el Arco Atlántico, y en cuanto a patrimonio religioso destaca especialmente la Colegiata en La Plaza, una de las pocas que hay en Asturias que cuenta además con el ?mágico' ingrediente histórico de las momias del Marqués de Valdecarzana y su hijo, el obispo, y la ermita del Cébrano. El pasado minero tevergano se alza en forma de castilletes como el del Pozo San Jerónimo en Santianes. Teverga ofrece al turista además la posibilidad de visitas guiadas a Cueva Huerta, gracias a una pasarela construida al efecto, así como a la Colegiata de San Pedro y su claustro recién rehabilitado. Asimismo, la Senda del Oso recorre Teverga en dos tramos: el de descenso en dirección a Tuñón y otro que, desde Entrago, permite acceder al Parque de la Prehistoria y a Cueva Huerta. Por otro lado, en el entorno de San Salvador D'Alesga pueden verse las ruinas del antiguo Castillo de Alesga, una de las pocas muestras de arquitectura civil de la Edad Antigua y media que quedan en Asturias. Además, existen elementos etnográficos como las brañas y los corros. Así es Teverga, ejemplar, prehistórica, fronteriza, minera y rural.;Población: 1.933 habitantes Superficie: 168,86 km2;Por las carreteras AS-228 y AS-265;Parque de la Prehistoria, Cueva Huerta y Abrigos Rupestres de Fresnedo La Colegiata de San Pedro y la Iglesia de Santa María de Villanueva Itinerario Didáctico del Hayedo de Montegrande que finaliza en las famosas Cascadas del Xiblu Senda del Oso, en sus dos tramos: dirección al cercado osero y dirección a Cueva Huerta pasando por el Parque de la Prehistoria.;http://www.aytoteverga.org;;https://viajevirtualasturias.i-cast.es/teverga.html;;43.1583532,-6.1028435
Belmonte de Miranda;Camín Real de la Mesa;Belmonte de Miranda;Avda. del Parque, 4. 33840 Belmonte de Miranda;985 762 311;info@belmontedemiranda.com;http://www.belmontedemiranda.es;Oro y tierra, sierras, montañas y valles salen al paso del Pigüeña. Astures, romanos, vaqueiros, así es Belmonte de Miranda, tierra de paso, de pastos y de mestizaje.;Los romanos codiciaron su oro y lo explotaron. Belmonte de Miranda lleva en su singular estela la impronta de la ?fiebre del oro' que los romanos desataron en el inmenso occidente asturiano. El oro de Belmonte no es una leyenda, es una realidad histórica y actual muy bien explicada en su Aula del Oro, y perfectamente visible en lugares como Vil.laverde, Bueinás o la Sierra de Begega. La belleza natural de este concejo le hace poseedor de decenas de rutas de montaña, con una orografía marcada por el cauce del río Pigüeña. Pastos, ganado, y huerta completan un retrato que hoy en día tiene su complemento con el turismo rural, en el que los viajeros se hacen eco de las muchas historias de los trashumantes vaqueiros.;Población: 1.740 habitantes. Superficie: 208,01 km2 Mercado semanal: Lunes;Por la carretera AS-227;Palacio del Cardenal Cienfuegos. Fragua Romana El Machuco (cerrado temporalmente) Área recreativa de Vigongonzález. Braña de Cuevas.;;;https://viajevirtualasturias.i-cast.es/belmontedemiranda.html;;43.2831294,-6.2176773;;/documents/11022/31457/Selviella+-+Belmonte+de+Miranda.jpg/65dc412d-175e-4089-b1ba-be9cd8e1dc34?t=1546426823272,/documents/11022/31457/%C3%81rea+Recreativa+Vigonz%C3%A1lez+-+Belmonte+de+Miranda.jpg/a249b727-5c41-4521-bf97-37b2ca84bb73?t=1546426822373,/documents/11022/31457/R%C3%ADo+Narcea+a+su+paso+por+Belmonte+de+Miranda.jpg/f16570e8-2449-467d-b731-e474651f2a59?t=1546426822813,/documents/11022/31457/BelmonteMiranda4.jpg?t=1389210829362;Selviella - Belmonte de Miranda,Área Recreativa Vigonzález - Belmonte de Miranda,Río Narcea a su paso por Belmonte de Miranda,San Martín de Lodón;,,,;/documents/11022/31457/Belmonte+de+Miranda.kml/1ffea7cd-278e-40c6-8180-425a71ac9b55
Villayón;Parque Histórico del Navia;Villayón;La Plaza, 12. 33717 Villayón;985 625 051;villayon@villayon.es;http://www.villayon.es;Aguas - las del Polea y Navia - y montañas son señas de identidad de Villayón, donde la cascada de Oneta y el Paisaje Protegido de la Sierra de Carondio son atractivos de un espacio donde también hay castros, túmulos y casonas blasonadas. Así es Villayón.;Famoso por tener unas de las más espectaculares cascadas de Asturias, las de Oneta, a la que se llega después de un buen trecho de camino que da para una asequible y entretenida ruta, Villayón es un concejo jalonado de montañas y valles, y cuya orografía hidrológica está marcada por los ríos Polea y Navia, siendo éste último su frontera natural con los municipios vecinos. Aguas y montañas son señas de identidad de Villayón, que tiene en el Paisaje Protegido de la Sierra de Carondio una de las bellezas paisajísticas más idóneas para disfrutar de las actividades en la naturaleza. Como los otros municipios del occidente asturiano, el color que predomina en sus pueblos y aldeas es el negro de la pizarra, material autóctono que abunda gracias a que el período geológico que aflora en esta parte de Asturias es sobre todo el Siluriano. Como el resto de sus ?socios' en el Parque Histórico del Navia, los restos arqueológicos castreños y los de túmulos y necrópolis forman parte de su acervo cultural, que tiene también en sus numerosas casonas blasonadas un exponente de lo que fue el ?esplendor rural' en torno a la cuenca del Navia.;Población: 1.460 habitantes Superficie: 132,5 km2 Mercado semanal: Primer domingo de cada mes;Por la carretera AS-25;Las Cascadas de Oneta. La Ermita de Santa María en Oneta. El Paisaje Protegido de la Sierra de Carondio. Los Ríos Navia y Polea.;Piscina municipal: Lunes a domingo de 15:00 a 20:00 h Precios: Adultos: 2 ? Niños y mayores de 65 años: 1 ?  ;;https://viajevirtualasturias.i-cast.es/villayon.html;;43.4480757,-6.7049198;;/documents/11022/35736/Villayon1.jpg/28846ed8-dabb-44a9-b195-fc09b4127eb8?t=1459165620387,/documents/11022/35736/Villayon2.jpg/13acefcf-1266-4b19-a75c-76ca9c12a7eb?t=1459165634273,/documents/11022/35736/Villayon3.jpg/9e0ad4ac-89d5-499e-a523-73dff5504f6e?t=1459165649881,/documents/11022/35736/Villayon4.jpg/0b2f5c92-f7c4-4514-9a72-ebdd56830bf8?t=1459165664911,;Cascadas de Oneta en Villayón,Pozo Mouro en Arbón, municipio de Villayón,Embalse de Arbón en Villayón,Molino y Río en Oneta, Villayón,;,,,,;/documents/11022/35736/Villayon.kml/4823187c-3dac-45cc-828e-53e917ade651
Valdés;Comarca Vaqueira;??uarca;C/ Los Caleros, 11. 33700 ??uarca;985 640 083;turismo@ayto-valdes.net;http://www.valdes.es;"Mar, río y montaña conforman el concejo de Valdés. Su capital, ??uarca, conocida como la ""Villa Blanca de la Costa Verde"", atesora bellezas naturales, leyendas como la del Puente del Beso, arquitectura modernista e indiana, y es tierra de sabios como Severo Ochoa, que han marcado un hito en la historia del conocimiento humano. Bello, sabio, enigmático y enorme, así es Valdés.";"La trayectoria histórica del concejo de Valdés - el cuarto más grande de Asturias en extensión - está profundamente vinculada a la vida y su evolución. No es casual que en este territorio esté ubicado el Parque de la Vida, donde pueden verse cefalópodos de extraordinarias dimensiones, únicos en el mundo y que aparecen en esta zona del Cantábrico o que de allí sea natural el único Premio Nobel español de Medicina, Severo Ochoa, cuya sintetización del ADN celular en laboratorio ha sido clave para todo el desarrollo de la biomedicina contemporánea. Buena vida y de calidad es la que tienen propios y foráneos al disfrutar de las muchas bellezas naturales del municipio: las innumerables calas y playas, el Paisaje Protegido de las Hoces del Río Esva, la Reserva Natural de la Playa de Barayo, el mirador de La Regalina en Cadavéu, los impresionantes acantilados y vistas panorámicas del Cabo Busto, el Valle de Paredes (Premio Princesa de Asturias al Pueblo Ejemplar 2001), o Brieves con sus arcos de piedra, elementos de alto valor etnográfico que unen los hórreos con las viviendas, etc. Su capital, ??uarca, pintoresca, preciosa e histórica Villa marinera es conocida como la ""Villa Blanca de la Costa Verde"". Muchos son los lugares con encanto que ??uarca posee, con sus siete puentes, su puerto pesquero, sus miradores, el Barrio de Villar con sus ejemplos de arquitectura indiana, los antiguos barrios de pescadores ""El Cambaral"" y ""La Pescadería"", la emblemática ermita de la Atalaya, el faro, la Mesa del Gremio de Mareantes y Navegantes, los Jardines de la Fonte Baixa, o el Cementerio, considerado por su ubicación mirando al mar, uno de los más bonitos de España. Y por supuesto, cuenta con restaurantes y sidrerías donde se degustan exquisitos pescados y mariscos del Cantábrico. Un territorio sensible a la cultura, al conocimiento, a la historia como la que destila su torre medieval de Villademoros? Así es Valdés.";Población: 13.241 habitantes Superficie: 353,52 km2 Mercados semanales: Miércoles (L.luarca) y segundo y cuarto lunes de cada mes (Trevías);Por la autovía A-8 y por las carreteras N-634 y AS-219;Las diez mejores cosas que ver y hacer en Luarca y alrededores. Pueblo marinero de ??uarca. Jardines de la Fonte Baixa. Valle de Paredes. Mirador de La Regalina en Cadavéu. Playas.;http://www.asturias.net/valdes-luarca;;https://viajevirtualasturias.i-cast.es/valdes.html;;43.5456208,-6.5336575;;/documents/11022/35506/Valdes5.jpg/544e6f34-c675-4404-ae4b-586a8a61f134?t=1524822960905,/documents/11022/35506/Valdes7.jpg/8d4c4874-2836-48e2-8d5a-d307b9943946?t=1524822961964,/documents/11022/35506/Valdes8.jpg/d9e55e25-7a8a-4071-98f6-01d9d9134b1f?t=1524822962495,/documents/11022/35506/Valdes6.jpg/24cff7cc-c772-4488-82b6-140263f56587?t=1524822961496;Puerto de ??uarca,Vista de ??uarca,Escanciado en el Puerto de ??uarca,Playa de Barayo en Sabugu;,,,;/documents/11022/35506/Valdes.kml/04e67956-cb46-44f8-8f01-00e560e7b842
Aller;Montaña Central;Cabañaquinta;Complejo Cívico Deportivo. 33684 Caborana;985 481 439;turismo@aller.es;http://www.aller.es;Extensa tierra de cumbres y de bosques, de caza, de berrea, de tránsito hacia la meseta, de esquí y de ciclismo, de pastoreo y carbón. Así es Aller, hoy y siempre.;"Los habitantes de Aller vieron entrar a los romanos por la vía Carisa, pero no les resultó extraño porque su cultura siempre ha sido la de territorio limítrofe, vasto territorio limítrofe que ha vivido durante siglos de la agricultura y el pastoreo, y que ha visto como sus montes y bosques eran un paraíso para la caza. En la Edad Moderna, la revolución llegó de la mano del carbón que circunda las entrañas alleranas, y hoy Aller es tierra de <b<berrea< b=""""> berrea - fenómeno referido al período de celo de los venados que emiten fuertes sonidos para conquistar a las hembras -, referencia del ciclismo internacional con puertos míticos en la historia de la Vuelta a España como el de Coto Bello y meca de los amantes del deportes blanco en la estación de esquí Fuentes de Invierno, una de las más bellas del norte de España.</b<berrea<> Uno de los territorios emblemáticos de la Montaña Central asturiana desde siempre, Aller tiene decenas de rutas para hacer a pie, en bici - como el Anillo Ciclista -, a caballo?o en coche, decenas de pequeños rincones donde se descubre un valle, un río, una montaña, una vista panorámica, una ermita, un castillete de mina, una casa de comida tradicional o una antigua vía romana. Puedes consultar la guía turística de Aller y la guía de rutas de senderismo del concejo en PDF aquí ?";Población: 1.939 habitantes Superficie: 369,41 km2 Mercados semanales: Miércoles (Cabañaquinta) y viernes (Moreda);Por las carreteras AS-112 y AS-253;La Vía Carisa. El Anillo ciclista de la Montaña Central. Puerto de Coto Bello. La Estación de Esquí Fuentes de Invierno.      ;;;https://viajevirtualasturias.i-cast.es/aller.html;;43.1616286,-5.6231285;;/documents/11022/31187/Aller%2C%20la+capilla+y+pico+Torres+_Original+%281%29.jpg/828edeba-3633-45db-b30b-d751d3c9bd06?t=1546424801674,/documents/11022/31187/Cascada+de+Xurbeo_Original.jpg/2bd5dde4-2d1c-4d92-a097-b662de09bd9d?t=1546424802131,/documents/11022/31187/Aldea+de+El+Vao+en+Casomera_Original+%281%29.jpg/9423e29f-37b3-4a1b-a506-f2f7274552e2?t=1546424801262,/documents/11022/31187/Aller1.jpg/a677b4e1-4db6-4f31-ad23-e0b79a431b92?t=1394192831349;La Capilla y Pico Torres en Aller,Cascada de Xurbeo en Aller,Aldea de El Bao en Casomera - Aller,Puerto de El Rasón desde Cotobello - Aller;,,,;/documents/11022/31187/Aller.kml/ec93a3d6-f811-4196-a06d-6cf084ab3780
